id_venta,fecha_venta,id_producto,id_cliente,id_vendedor,cantidad,precio_unitario,total_venta
VT00397,2024-03-03,P0044,C0049,V013,10,14287.0,142870.0
VT00398,2025-02-23,P0050,C0019,V010,6,64852.0,389112.0
VT00399,22-01-2024,P0046,C0011,V012,5,46966.0,234830.0
VT00400,18/04/2025,P0042,C0033,V024,8,20042.0,160336.0
VT00401,2024-09-02,P0013,C0035,V018,4,60097.0,240388.0
VT00402,2024-12-22,P0009,C0014,V020,5,18904.0,94520.0
VT00403,2025-01-14,P0016,C0032,V002,10,10932.0,109320.0
VT00404,2024-12-08,P0034,C0029,V021,15,15981.0,239715.0
VT00405,29/04/2024,P0007,C0053,V011,1,20538.0,20538.0
VT00406,02-01-2025,P0007,C0018,V001,8,20538.0,164304.0
VT00407,2024-10-08,P0011,C0053,V021,15,51114.0,766710.0
VT00408,2025-04-23,P0057,C0061,V016,15,58623.0,879345.0
VT00409,2024-11-29,P0049,C0037,V011,4,44536.0,178144.0
VT00410,26/05/2024,P0004,C0012,V021,11,58328.0,641608.0
VT00411,2024-10-20,P0035,C0005,V006,4,24771.0,99084.0
VT00412,2024-08-01,P0054,C0023,V002,15,33984.0,509760.0
VT00413,04-03-2025,P0051,C0064,V006,7,15109.0,105763.0
VT00414,2025-04-24,P0056,C0038,V002,12,73514.0,882168.0
VT00415,05/01/2024,P0037,C0014,V011,5,72035.0,360175.0
VT00416,2024-05-25,P0042,C0067,V016,8,20042.0,160336.0
VT00417,2025-03-31,P0055,C0065,V015,3,46152.0,138456.0
VT00418,2024-05-19,P0052,C0015,V011,4,67847.0,271388.0
VT00419,2024-03-24,P0030,C0033,V023,12,19784.0,237408.0
VT00420,05/04/2024,P0048,C0044,V010,1,32365.0,32365.0
VT00421,2024-10-17,P0049,C0025,V006,11,44536.0,489896.0
VT00422,2024-11-08,P0041,C0052,V014,14,77834.0,1089676.0
VT00423,2024-09-20,P0006,C0052,V022,6,5122.0,30732.0
VT00424,2024-02-18,P0009,C0062,V011,3,18904.0,56712.0
VT00425,24/04/2025,P0001,C0034,V013,4,55253.0,221012.0
VT00426,2024-04-30,P0049,C0035,V011,8,44536.0,356288.0
VT00427,03-06-2024,P0047,C0002,V009,10,76570.0,765700.0
VT00428,2024-11-30,P0045,C0031,V002,6,22847.0,137082.0
VT00429,2024-12-07,P0030,C0040,V006,2,19784.0,39568.0
VT00430,26/07/2024,P0033,C0040,V023,,46567.0,512237.0
VT00431,2024-03-01,P0059,C0038,V012,11,64447.0,708917.0
VT00432,2024-11-10,P0015,C0018,V016,4,81470.0,325880.0
VT00433,2024-03-19,P0048,C0048,V014,8,32365.0,258920.0
VT00434,25-12-2024,P0059,C0061,V025,9,64447.0,580023.0
VT00435,02/10/2024,P0043,C0028,V025,13,35140.0,456820.0
VT00436,2024-05-06,P0049,C0011,V017,11,44536.0,489896.0
VT00437,2024-08-16,P0046,C0047,V003,9,46966.0,422694.0
VT00438,2025-04-14,P0008,C0008,V018,10,52167.0,521670.0
VT00439,2025-04-07,P0013,C0020,V006,9,60097.0,540873.0
VT00440,16/06/2024,P0034,C0057,V004,14,15981.0,223734.0
VT00441,14-12-2024,P0046,C0063,V003,4,46966.0,187864.0
VT00442,2025-04-05,P0029,C0008,V015,9,15919.0,143271.0
VT00443,2024-03-08,P0027,C0059,V019,9,33860.0,304740.0
VT00444,2024-01-30,P0030,C0040,V024,9,19784.0,178056.0
VT00445,12/01/2024,P0017,C0001,V024,7,10479.0,73353.0
VT00446,2024-04-21,P0005,C0006,V014,10,9672.0,96720.0
VT00447,2024-06-25,P0005,C0008,V003,12,9672.0,116064.0
VT00448,23-04-2025,P0003,C0037,V014,8,20915.0,167320.0
VT00449,2024-04-02,P0009,C0054,V012,13,18904.0,245752.0
VT00450,01/04/2025,P0029,C0049,V013,7,15919.0,111433.0
VT00451,2024-02-11,P0043,C0018,V021,11,35140.0,386540.0
VT00452,2025-03-16,P0008,C0023,V018,6,52167.0,313002.0
VT00453,2024-07-20,P0009,C0029,V001,9,18904.0,170136.0
VT00454,2025-01-22,P0020,C0060,V022,1,12798.0,12798.0
VT00455,03/01/2025,P0028,C0049,V008,9,54944.0,494496.0
VT00456,2024-05-06,P0023,C0020,V009,8,50132.0,401056.0
VT00457,2024-04-06,P0057,C0015,V002,15,58623.0,879345.0
VT00458,2025-02-18,P0027,C0003,V008,11,33860.0,372460.0
VT00459,2024-04-15,P0007,C0005,V015,2,20538.0,41076.0
VT00460,02/11/2024,P0046,C0007,V008,11,46966.0,516626.0
VT00461,2025-01-14,P0026,C0057,V008,1,73064.0,73064.0
VT00462,03-10-2024,P0049,C0008,V005,4,44536.0,178144.0
VT00463,2024-09-14,P0015,C0041,V019,5,81470.0,407350.0
VT00464,2024-11-02,P0044,C0042,V008,13,14287.0,185731.0
VT00465,03/06/2024,P0010,C0006,V008,15,37110.0,556650.0
VT00466,2024-07-30,P0018,C0008,V018,5,52307.0,261535.0
VT00467,2025-04-30,P0057,C0023,V021,10,58623.0,586230.0
VT00468,2024-12-13,P0036,C0064,V002,7,20618.0,144326.0
VT00469,25-06-2024,P0043,C0049,V017,11,35140.0,386540.0
VT00470,12/06/2024,P0027,C0053,V005,12,33860.0,406320.0
VT00471,2024-06-02,P0012,C0061,V008,7,65102.0,455714.0
VT00472,2025-03-10,P0020,C0019,V015,4,12798.0,51192.0
VT00473,2025-04-13,P0036,C0053,V014,1,20618.0,20618.0
VT00474,2024-10-12,P0009,C0050,V008,9,18904.0,170136.0
VT00475,10/05/2024,P0022,C0011,V015,4,70926.0,283704.0
VT00476,09-03-2025,P0006,C0025,V002,6,5122.0,30732.0
VT00477,2024-05-17,P0044,C0006,V003,7,14287.0,100009.0
VT00478,2024-04-06,P0049,C0028,V016,13,44536.0,578968.0
VT00479,2024-04-16,P0059,C0043,V010,14,64447.0,902258.0
VT00480,10/04/2025,P0014,C0025,V024,1,25424.0,25424.0
VT00481,2024-03-01,P0049,C0062,V008,12,44536.0,534432.0
VT00482,2024-12-22,P0046,C0027,V013,10,46966.0,469660.0
VT00483,13-04-2025,P0036,C0042,V025,4,20618.0,82472.0
VT00484,2024-05-24,P0030,C0046,V010,7,19784.0,138488.0
VT00485,13/05/2024,P0033,C0064,V015,6,46567.0,279402.0
VT00486,2024-02-20,P0047,C0061,V025,13,76570.0,995410.0
VT00487,2025-03-05,P0059,C0027,V012,6,64447.0,386682.0
VT00488,2024-06-09,P0003,C0029,V024,7,20915.0,146405.0
VT00489,2024-03-15,P0017,C0054,V010,1,10479.0,10479.0
VT00490,19/03/2024,P0022,C0030,V013,4,70926.0,283704.0
VT00491,2024-10-18,P0016,C0064,V018,14,10932.0,153048.0
VT00492,2024-12-01,P0022,C0033,V025,11,70926.0,780186.0
VT00493,2025-02-24,P0047,C0063,V015,8,76570.0,612560.0
VT00494,2024-03-27,P0051,C0046,V006,12,15109.0,181308.0
VT00495,12/03/2024,P0035,C0063,V006,12,24771.0,297252.0
VT00496,2025-04-14,P0035,C0008,V017,15,24771.0,371565.0
VT00497,18-01-2024,P0055,C0010,V022,14,46152.0,646128.0
VT00498,2024-01-25,P0001,C0053,V005,13,55253.0,718289.0
VT00499,2025-03-07,P0015,C0009,V023,11,81470.0,896170.0
VT00500,18/03/2024,P0014,C0065,V015,1,25424.0,25424.0
VT00501,2024-07-10,P0040,C0062,V022,1,24589.0,24589.0
VT00502,2024-09-06,P0001,C0053,V001,1,55253.0,55253.0
VT00503,2024-01-09,P0047,C0036,V018,9,76570.0,689130.0
VT00504,26-05-2024,P0033,C0056,V006,,46567.0,46567.0
VT00505,24/02/2024,P0007,C0067,V005,15,20538.0,308070.0
VT00506,2024-05-03,P0040,C0067,V009,4,24589.0,98356.0
VT00507,2025-02-21,P0018,C0051,V003,6,52307.0,313842.0
VT00508,2024-07-10,P0030,C0032,V023,7,19784.0,138488.0
VT00509,2024-04-25,P0044,C0011,V021,5,14287.0,71435.0
VT00510,15/03/2025,P0049,C0005,V003,11,44536.0,489896.0
VT00511,26-07-2024,P0025,C0061,V002,7,66278.0,463946.0
VT00512,2024-11-22,P0045,C0022,V003,1,22847.0,22847.0
VT00513,2024-09-12,P0028,C0043,V019,14,54944.0,769216.0
VT00514,2025-03-15,P0058,C0067,V002,2,58741.0,117482.0
VT00515,27/04/2024,P0058,C0061,V009,4,58741.0,234964.0
VT00516,2024-01-24,P0005,C0036,V018,15,9672.0,145080.0
VT00517,2024-10-15,P0003,C0023,V011,11,20915.0,230065.0
VT00518,09-01-2024,P0038,C0019,V025,4,21396.0,85584.0
VT00519,2025-02-24,P0053,C0051,V003,12,51704.0,620448.0
VT00520,02/06/2024,P0037,C0031,V019,3,72035.0,216105.0
VT00521,2025-03-03,P0025,C0043,V013,14,66278.0,927892.0
VT00522,2025-01-21,P0009,C0011,V017,12,18904.0,226848.0
VT00523,2025-01-16,P0004,C0013,V014,6,58328.0,349968.0
VT00524,2024-04-28,P0005,C0044,V020,14,9672.0,135408.0
VT00525,28/01/2025,P0039,C0051,V025,10,68916.0,689160.0
VT00526,2024-06-16,P0041,C0035,V015,1,77834.0,77834.0
VT00527,2024-09-08,P0023,C0049,V014,4,50132.0,200528.0
VT00528,2024-04-05,P0038,C0049,V003,11,21396.0,235356.0
VT00529,2025-01-30,P0019,C0032,V023,10,62703.0,627030.0
VT00530,07/02/2024,P0018,C0020,V013,2,52307.0,104614.0
VT00531,2024-12-30,P0041,C0020,V024,13,77834.0,1011842.0
VT00532,18-07-2024,P0024,C0014,V003,6,6281.0,37686.0
VT00533,2024-01-03,P0029,C0047,V025,5,15919.0,79595.0
VT00534,2024-05-18,P0009,C0012,V006,2,18904.0,37808.0
VT00535,08/08/2024,P0036,C0066,V014,8,20618.0,164944.0
VT00536,2024-02-22,P0006,C0046,V018,1,5122.0,5122.0
VT00537,2024-02-17,P0039,C0042,V013,10,68916.0,689160.0
VT00538,2024-01-07,P0027,C0050,V025,5,33860.0,169300.0
VT00539,13-02-2024,P0058,C0032,V019,12,58741.0,704892.0
VT00540,23/09/2024,P0044,C0049,V006,3,14287.0,42861.0
VT00541,2024-03-12,P0020,C0035,V016,5,12798.0,63990.0
VT00542,2024-03-15,P0011,C0056,V009,2,51114.0,102228.0
VT00543,2024-08-03,P0031,C0010,V012,5,60400.0,302000.0
VT00544,2024-05-08,P0047,C0064,V020,4,76570.0,306280.0
VT00545,11/11/2024,P0030,C0014,V005,4,19784.0,79136.0
VT00546,04-06-2024,P0026,C0043,V020,1,73064.0,73064.0
VT00547,2024-07-13,P0056,C0043,V015,13,73514.0,955682.0
VT00548,2024-06-20,P0053,C0018,V010,7,51704.0,361928.0
VT00549,2024-06-13,P0045,C0026,V016,10,22847.0,228470.0
VT00550,09/06/2024,P0026,C0041,V010,3,73064.0,219192.0
VT00551,2025-01-11,P0041,C0063,V019,12,77834.0,934008.0
VT00552,2025-02-04,P0021,C0049,V009,4,9001.0,36004.0
VT00553,22-02-2025,P0026,C0047,V004,13,73064.0,949832.0
VT00554,2025-04-22,P0013,C0024,V022,10,60097.0,600970.0
VT00555,28/01/2025,P0002,C0060,V023,9,63678.0,573102.0
VT00556,2024-04-17,P0052,C0038,V023,8,67847.0,542776.0
VT00557,2024-02-05,P0055,C0053,V022,14,46152.0,646128.0
VT00558,2024-09-12,P0041,C0039,V008,3,77834.0,233502.0
VT00559,2024-05-09,P0010,C0055,V013,11,37110.0,408210.0
VT00560,07/02/2024,P0039,C0062,V019,8,68916.0,551328.0
VT00561,2024-07-24,P0033,C0054,V018,9,46567.0,419103.0
VT00562,2024-01-19,P0024,C0011,V004,13,6281.0,81653.0
VT00563,2025-01-28,P0043,C0046,V006,4,35140.0,140560.0
VT00564,2024-11-27,P0003,C0052,V025,10,20915.0,209150.0
VT00565,18/06/2024,P0028,C0014,V001,13,54944.0,714272.0
VT00566,2024-02-20,P0015,C0066,V024,5,81470.0,407350.0
VT00567,22-09-2024,P0038,C0029,V015,9,21396.0,192564.0
VT00568,2024-07-10,P0030,C0065,V005,7,19784.0,138488.0
VT00569,2024-06-25,P0031,C0014,V010,1,60400.0,60400.0
VT00570,31/07/2024,P0006,C0015,V024,15,5122.0,76830.0
VT00571,2024-03-13,P0020,C0044,V015,6,12798.0,76788.0
VT00572,2025-02-05,P0034,C0062,V012,4,15981.0,63924.0
VT00573,2024-08-31,P0029,C0058,V011,2,15919.0,31838.0
VT00574,04-02-2024,P0003,C0015,V001,5,20915.0,104575.0
VT00575,10/03/2025,P0042,C0014,V022,6,20042.0,120252.0
VT00576,2025-02-13,P0060,C0032,V017,3,11703.0,35109.0
VT00577,2024-03-30,P0011,C0043,V018,9,51114.0,460026.0
VT00578,2024-08-06,P0015,C0052,V021,8,81470.0,651760.0
VT00579,2024-04-04,P0041,C0056,V013,3,77834.0,233502.0
VT00580,15/01/2024,P0040,C0026,V015,12,24589.0,295068.0
VT00581,30-10-2024,P0025,C0001,V023,7,66278.0,463946.0
VT00582,2024-04-19,P0018,C0009,V019,4,52307.0,209228.0
VT00583,2024-02-22,P0056,C0024,V012,13,73514.0,955682.0
VT00584,2024-06-15,P0030,C0015,V009,4,19784.0,79136.0
VT00585,09/12/2024,P0032,C0067,V021,14,52753.0,738542.0
VT00586,2024-06-09,P0025,C0051,V019,10,66278.0,662780.0
VT00587,2024-02-28,P0023,C0059,V020,6,50132.0,300792.0
VT00588,29-03-2024,P0044,C0039,V020,14,14287.0,200018.0
VT00589,2024-10-29,P0044,C0018,V011,2,14287.0,28574.0
VT00590,01/03/2024,P0020,C0015,V006,4,12798.0,51192.0
VT00591,2024-07-10,P0010,C0066,V013,12,37110.0,445320.0
VT00592,2024-08-02,P0009,C0050,V014,10,18904.0,189040.0
VT00593,2024-04-05,P0041,C0023,V018,8,77834.0,622672.0
VT00594,2024-03-26,P0019,C0018,V006,8,62703.0,501624.0
VT00595,10/06/2024,P0029,C0007,V012,14,15919.0,222866.0
VT00596,2024-01-05,P0009,C0025,V013,8,18904.0,151232.0
VT00597,2024-10-14,P0042,C0064,V014,9,20042.0,180378.0
VT00598,2024-12-16,P0027,C0057,V016,8,33860.0,270880.0
VT00599,2024-03-26,P0037,C0004,V025,2,72035.0,144070.0
VT00600,22/04/2024,P0003,C0036,V008,5,20915.0,104575.0
VT00601,2024-10-02,P0011,C0059,V019,5,51114.0,255570.0
VT00602,15-01-2025,P0050,C0064,V018,13,64852.0,843076.0
VT00603,2024-09-18,P0037,C0015,V009,2,72035.0,144070.0
VT00604,2025-01-31,P0053,C0047,V018,9,51704.0,465336.0
VT00605,25/02/2025,P0003,C0057,V018,13,20915.0,271895.0
VT00606,2024-04-21,P0007,C0032,V010,7,20538.0,143766.0
VT00607,2025-03-23,P0029,C0034,V012,1,15919.0,15919.0
VT00608,2025-03-17,P0006,C0057,V004,14,5122.0,71708.0
VT00609,01-02-2025,P0016,C0027,V024,13,10932.0,142116.0
VT00610,28/10/2024,P0023,C0055,V006,12,50132.0,601584.0
VT00611,2024-11-11,P0051,C0027,V007,3,15109.0,45327.0
VT00612,2025-02-16,P0037,C0045,V018,1,72035.0,72035.0
VT00613,2024-05-23,P0035,C0022,V011,10,24771.0,247710.0
VT00614,2024-12-26,P0019,C0035,V017,5,62703.0,313515.0
VT00615,05/04/2025,P0053,C0013,V005,11,51704.0,568744.0
VT00616,19-01-2025,P0027,C0008,V009,13,33860.0,440180.0
VT00617,2025-03-19,P0009,C0017,V008,11,18904.0,207944.0
VT00618,2024-03-15,P0021,C0032,V025,12,9001.0,108012.0
VT00619,2025-03-07,P0026,C0063,V005,11,73064.0,803704.0
VT00620,22/10/2024,P0018,C0054,V013,11,52307.0,575377.0
VT00621,2024-08-19,P0041,C0012,V013,2,77834.0,155668.0
VT00622,2024-09-20,P0018,C0048,V015,12,52307.0,627684.0
VT00623,06-09-2024,P0038,C0001,V025,6,21396.0,128376.0
VT00624,2025-03-09,P0006,C0059,V021,12,5122.0,61464.0
VT00625,06/12/2024,P0023,C0009,V018,12,50132.0,601584.0
VT00626,2024-07-22,P0028,C0028,V016,4,54944.0,219776.0
VT00627,2024-05-17,P0054,C0037,V011,6,33984.0,203904.0
VT00628,2024-10-07,P0009,C0063,V011,10,18904.0,189040.0
VT00629,2025-04-02,P0049,C0007,V002,11,44536.0,489896.0
VT00630,20/02/2024,P0051,C0059,V001,11,15109.0,166199.0
VT00631,2024-03-04,P0055,C0021,V015,15,46152.0,692280.0
VT00632,2024-08-21,P0028,C0026,V023,1,54944.0,54944.0
VT00633,2025-04-10,P0057,C0039,V006,3,58623.0,175869.0
VT00634,2025-03-23,P0057,C0036,V003,15,58623.0,879345.0
VT00635,01/12/2024,P0017,C0011,V012,6,10479.0,62874.0
VT00636,2024-12-06,P0042,C0022,V002,15,20042.0,300630.0
VT00637,21-07-2024,P0020,C0030,V014,11,12798.0,140778.0
VT00638,2024-12-01,P0046,C0013,V001,2,46966.0,93932.0
VT00639,2024-04-19,P0005,C0017,V019,8,9672.0,77376.0
VT00640,25/04/2024,P0044,C0057,V001,9,14287.0,128583.0
VT00641,2024-01-05,P0022,C0016,V014,12,70926.0,851112.0
VT00642,2024-12-21,P0031,C0010,V008,3,60400.0,181200.0
VT00643,2024-07-15,P0047,C0014,V004,2,76570.0,153140.0
VT00644,09-06-2024,P0057,C0039,V005,6,58623.0,351738.0
VT00645,14/07/2024,P0053,C0018,V021,13,51704.0,672152.0
VT00646,2024-12-12,P0005,C0067,V019,3,9672.0,29016.0
VT00647,2024-01-05,P0042,C0022,V015,10,20042.0,200420.0
VT00648,2024-06-28,P0014,C0020,V014,12,25424.0,305088.0
VT00649,2024-11-11,P0029,C0028,V003,11,15919.0,175109.0
VT00650,04/04/2025,P0009,C0016,V019,2,18904.0,37808.0
VT00651,08-01-2025,P0023,C0055,V011,7,50132.0,350924.0
VT00652,2025-02-09,P0016,C0036,V021,3,10932.0,32796.0
VT00653,2024-02-13,P0036,C0037,V025,4,20618.0,82472.0
VT00654,2025-04-26,P0002,C0039,V007,12,63678.0,764136.0
VT00655,22/09/2024,P0033,C0025,V024,10,46567.0,465670.0
VT00656,2024-07-19,P0042,C0007,V008,5,20042.0,100210.0
VT00657,2024-09-10,P0008,C0031,V016,7,52167.0,365169.0
VT00658,22-11-2024,P0005,C0067,V001,10,9672.0,96720.0
VT00659,2024-07-03,P0021,C0017,V013,15,9001.0,135015.0
VT00660,16/03/2025,P0037,C0054,V012,14,72035.0,1008490.0
VT00661,2024-10-06,P0012,C0061,V025,11,65102.0,716122.0
VT00662,2024-02-07,P0038,C0009,V001,1,21396.0,21396.0
VT00663,2024-05-14,P0003,C0008,V013,4,20915.0,83660.0
VT00664,2024-09-16,P0041,C0065,V025,5,77834.0,389170.0
VT00665,31/07/2024,P0045,C0052,V003,7,22847.0,159929.0
VT00666,2024-11-23,P0035,C0020,V009,9,24771.0,222939.0
VT00667,2024-02-12,P0006,C0066,V007,5,5122.0,25610.0
VT00668,2025-02-17,P0035,C0042,V013,3,24771.0,74313.0
VT00669,2024-10-27,P0049,C0009,V010,11,44536.0,489896.0
VT00670,23/12/2024,P0047,C0031,V002,7,76570.0,535990.0
VT00671,2024-05-05,P0060,C0056,V004,2,11703.0,23406.0
VT00672,20-08-2024,P0039,C0008,V010,10,68916.0,689160.0
VT00673,2024-12-07,P0043,C0023,V004,12,35140.0,421680.0
VT00674,2024-01-07,P0009,C0002,V006,12,18904.0,226848.0
VT00675,11/09/2024,P0034,C0006,V024,6,15981.0,95886.0
VT00676,2024-05-12,P0024,C0017,V024,3,6281.0,18843.0
VT00677,2025-02-03,P0018,C0016,V025,14,52307.0,732298.0
VT00678,2025-04-05,P0022,C0055,V009,1,70926.0,70926.0
VT00679,25-09-2024,P0017,C0010,V016,2,10479.0,20958.0
VT00680,21/08/2024,P0024,C0008,V016,9,6281.0,56529.0
VT00681,2025-03-15,P0011,C0048,V006,10,51114.0,511140.0
VT00682,2024-05-10,P0007,C0015,V008,13,20538.0,266994.0
VT00683,2025-01-14,P0001,C0006,V001,9,55253.0,497277.0
VT00684,2024-05-05,P0031,C0047,V013,1,60400.0,60400.0
VT00685,16/04/2025,P0012,C0005,V018,3,65102.0,195306.0
VT00686,15-02-2025,P0046,C0054,V008,15,46966.0,704490.0
VT00687,2024-06-13,P0027,C0041,V009,4,33860.0,135440.0
VT00688,2025-02-26,P0037,C0048,V004,2,72035.0,144070.0
VT00689,2024-09-14,P0058,C0007,V006,11,58741.0,646151.0
VT00690,24/04/2024,P0034,C0006,V013,13,15981.0,207753.0
VT00691,2024-02-05,P0030,C0037,V025,15,19784.0,296760.0
VT00692,2025-03-08,P0021,C0012,V018,5,9001.0,45005.0
VT00693,21-08-2024,P0024,C0026,V010,1,6281.0,6281.0
VT00694,2024-10-15,P0020,C0032,V015,13,12798.0,166374.0
VT00695,07/07/2024,P0032,C0026,V024,10,52753.0,527530.0
VT00696,2025-04-06,P0049,C0032,V005,9,44536.0,400824.0
VT00697,2024-01-04,P0027,C0004,V008,15,33860.0,507900.0
VT00698,2024-10-04,P0041,C0002,V011,6,77834.0,467004.0
VT00699,2024-01-01,P0043,C0049,V024,13,35140.0,456820.0
VT00700,07/01/2025,P0007,C0027,V017,5,20538.0,102690.0
VT00101,2024-02-11,P0022,C0049,V011,14,70926.0,992964.0
VT00251,2024-09-16,P0035,C0067,V002,13,24771.0,322023.0
VT00401,2024-09-02,P0013,C0035,V018,4,60097.0,240388.0
